claims,claims_labels,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
"throughout recorded history, human activities increase atmospheric greenhouse gases",SUPPORTS,,,,,,,,,,,,,
data reveals that the last 10 years were the hottest on record.,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that flooding events are increasing,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, climate change makes extreme weather more common.",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, plant flowering times are shifting earlier",SUPPORTS,,,,,,,,,,,,,
"agricultural zones are shifting, according to climate research",SUPPORTS,,,,,,,,,,,,,
"animal migration patterns are changing, data indicates",SUPPORTS,,,,,,,,,,,,,
"over the past century, carbon dioxide is a greenhouse gas",SUPPORTS,,,,,,,,,,,,,
methane traps more heat than carbon dioxide emissions.,SUPPORTS,,,,,,,,,,,,,
"plant flowering times are shifting earlier, data indicates",SUPPORTS,,,,,,,,,,,,,
"in recent decades, animal migration patterns are changing",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that biodiversity is under pressure,SUPPORTS,,,,,,,,,,,,,
"marine ecosystems are changing, according to climate research",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, global temperatures are rising",SUPPORTS,,,,,,,,,,,,,
droughts are becoming more severe versus natural baselines,SUPPORTS,,,,,,,,,,,,,
research indicates that species are migrating to new regions,SUPPORTS,,,,,,,,,,,,,
"in recent decades, hurricane intensity is growing",SUPPORTS,,,,,,,,,,,,,
"hurricane intensity is growing, studies show",SUPPORTS,,,,,,,,,,,,,
"animal migration patterns are changing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"biodiversity is under pressure, data indicates",SUPPORTS,,,,,,,,,,,,,
"heat waves are becoming more frequent versus natural baselines, studies show",SUPPORTS,,,,,,,,,,,,,
"over the past century, mountain glaciers are shrinking",SUPPORTS,,,,,,,,,,,,,
"coral reefs are experiencing bleaching, data indicates",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, ocean circulation patterns are shifting",SUPPORTS,,,,,,,,,,,,,
"in recent decades, fossil fuel burning releases carbon dioxide",SUPPORTS,,,,,,,,,,,,,
"ocean circulation patterns are shifting, according to climate research",SUPPORTS,,,,,,,,,,,,,
"fossil fuel burning releases carbon dioxide, studies show",SUPPORTS,,,,,,,,,,,,,
"global temperatures are rising, according to climate research",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that polar ice caps are melting,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that arctic sea glacial matter is declining,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that international scientific bodies agree on warming,SUPPORTS,,,,,,,,,,,,,
coral reefs are experiencing bleaching,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, ecosystem boundaries are moving",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that polar ice caps are melting,SUPPORTS,,,,,,,,,,,,,
"precipitation patterns are changing, according to climate research",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that renewable energy sources are expanding,SUPPORTS,,,,,,,,,,,,,
seasonal patterns are shifting,SUPPORTS,,,,,,,,,,,,,
research indicates that night temperatures are rising faster than day temperatures,SUPPORTS,,,,,,,,,,,,,
"sustainable practices reduce environmental impact, studies show",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, urban areas experience heat island effects",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that permafrost is thawing,SUPPORTS,,,,,,,,,,,,,
data reveals that ice sheets are losing mass,SUPPORTS,,,,,,,,,,,,,
"flooding events are increasing, data indicates",SUPPORTS,,,,,,,,,,,,,
co2 capture methods are developing,SUPPORTS,,,,,,,,,,,,,
"over the past century, night temperatures are rising faster than day temperatures relative to pre-industrial levels",SUPPORTS,,,,,,,,,,,,,
"over the past century, ocean circulation patterns are shifting",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that arctic regions are getting hotter faster than other areas,SUPPORTS,,,,,,,,,,,,,
"in recent decades, glaciers are retreating worldwide",SUPPORTS,,,,,,,,,,,,,
deforestation reduces atmospheric carbon absorption,SUPPORTS,,,,,,,,,,,,,
"arctic sea glacial matter is declining, measurements confirm",SUPPORTS,,,,,,,,,,,,,
mountain glaciers are shrinking,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that ecosystem boundaries are moving,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that solar and wind power are growing,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that seasonal patterns are shifting,SUPPORTS,,,,,,,,,,,,,
"over the past century, coral reefs are experiencing bleaching",SUPPORTS,,,,,,,,,,,,,
"droughts are becoming more severe, studies show",SUPPORTS,,,,,,,,,,,,,
"in recent decades, clean technology is advancing",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that night temperatures are rising faster than day temperatures,SUPPORTS,,,,,,,,,,,,,
data reveals that marine ecosystems are changing,SUPPORTS,,,,,,,,,,,,,
peer review validates climate scientific investigation,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that droughts are becoming more severe compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"in recent decades, temperature records are regularly broken",SUPPORTS,,,,,,,,,,,,,
international scientific bodies agree on warming,SUPPORTS,,,,,,,,,,,,,
"over the past century, heat waves are becoming more frequent",SUPPORTS,,,,,,,,,,,,,
"over the past century, temperature records are regularly broken",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, peer review validates climate research",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that methane is a potent greenhouse gas,SUPPORTS,,,,,,,,,,,,,
species are migrating to new regions,SUPPORTS,,,,,,,,,,,,,
"in recent decades, greenhouse gases trap heat in earth's atmosphere",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, flooding events are increasing",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that plant flowering times are shifting earlier,SUPPORTS,,,,,,,,,,,,,
forest composition is changing,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, glaciers are retreating worldwide",SUPPORTS,,,,,,,,,,,,,
data reveals that snow cover is decreasing,SUPPORTS,,,,,,,,,,,,,
arctic regions are getting hotter faster than other areas,SUPPORTS,,,,,,,,,,,,,
ocean circulation patterns are shifting,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, electric vehicles reduce transportation discharges",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that plant flowering times are shifting earlier,SUPPORTS,,,,,,,,,,,,,
"over the past century, night temperatures are rising faster than day temperatures",SUPPORTS,,,,,,,,,,,,,
cutting forests reduces earth's co2 dioxide absorption.,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, hurricane intensity is growing",SUPPORTS,,,,,,,,,,,,,
"melting glaciers raise sea concentrations., measurements confirm",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that wildfire seasons are extending,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, extreme weather events are intensifying",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, sea levels are rising",SUPPORTS,,,,,,,,,,,,,
peer review validates climate research,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, industrial processes emit greenhouse gases",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, frozen water sheets are losing mass",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, precipitation patterns are changing",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, carbon capture methods are developing",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, glacial matter sheets are losing mass",SUPPORTS,,,,,,,,,,,,,
animal migration patterns are changing,SUPPORTS,,,,,,,,,,,,,
ice sheets sheets are losing mass,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, ecosystem boundaries are moving",SUPPORTS,,,,,,,,,,,,,
research indicates that coastal erosion is accelerating,SUPPORTS,,,,,,,,,,,,,
electric vehicles reduce transportation discharges,SUPPORTS,,,,,,,,,,,,,
data reveals that ocean temperatures are increasing,SUPPORTS,,,,,,,,,,,,,
"over the past century, methane is a potent greenhouse gas",SUPPORTS,,,,,,,,,,,,,
"in recent decades, solar and wind power are growing",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, coastal erosion is accelerating",SUPPORTS,,,,,,,,,,,,,
"over the past century, solar and wind power are growing",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that night temperatures are rising faster than day temperatures relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
research indicates that snow cover is decreasing,SUPPORTS,,,,,,,,,,,,,
"greenhouse gases trap heat in earth's atmosphere, data indicates",SUPPORTS,,,,,,,,,,,,,
heatwaves are now hotter and more frequent. versus natural baselines,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that extreme weather events are intensifying,SUPPORTS,,,,,,,,,,,,,
"in recent decades, flooding events are increasing",SUPPORTS,,,,,,,,,,,,,
"over the past century, atmospheric carbon capture methods are developing",SUPPORTS,,,,,,,,,,,,,
"warm oceans cause coral bleaching., according to climate research",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, multiple lines of evidence support warming",SUPPORTS,,,,,,,,,,,,,
"multiple lines of evidence support heating, data indicates",SUPPORTS,,,,,,,,,,,,,
"arctic regions are warming faster than other areas, data indicates",SUPPORTS,,,,,,,,,,,,,
data reveals that flooding events are increasing,SUPPORTS,,,,,,,,,,,,,
"in recent decades, warm oceans cause coral bleaching.",SUPPORTS,,,,,,,,,,,,,
ecosystem boundaries are moving,SUPPORTS,,,,,,,,,,,,,
"over the past century, plant flowering times are shifting earlier",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that carbon dioxide capture methods are developing,SUPPORTS,,,,,,,,,,,,,
research indicates that extreme weather events are intensifying,SUPPORTS,,,,,,,,,,,,,
"clean technology is advancing, studies show",SUPPORTS,,,,,,,,,,,,,
"over the past century, arctic sea frozen water is declining",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, storm systems are growing stronger",SUPPORTS,,,,,,,,,,,,,
research indicates that coral reefs are experiencing bleaching,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that animal migration patterns are changing,SUPPORTS,,,,,,,,,,,,,
"droughts are becoming more severe relative to pre-industrial levels, measurements confirm",SUPPORTS,,,,,,,,,,,,,
arctic sea ice sheets is declining,SUPPORTS,,,,,,,,,,,,,
"electric vehicles reduce transportation discharges, studies show",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that solar and wind power are growing,SUPPORTS,,,,,,,,,,,,,
arctic regions are warming faster than other areas,SUPPORTS,,,,,,,,,,,,,
"oceans store 90% of extra heat from greenhouse gases., studies show",SUPPORTS,,,,,,,,,,,,,
"ice sheets are losing mass, according to climate research",SUPPORTS,,,,,,,,,,,,,
"glaciers are retreating worldwide, according to climate research",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, heat waves are becoming more frequent",SUPPORTS,,,,,,,,,,,,,
ocean acidity is increasing,SUPPORTS,,,,,,,,,,,,,
"plant flowering times are shifting earlier, studies show",SUPPORTS,,,,,,,,,,,,,
extreme weather events are intensifying,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, agricultural zones are shifting",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, deforestation reduces carbon absorption",SUPPORTS,,,,,,,,,,,,,
"climate change makes extreme weather more common. compared to historical averages, studies show",SUPPORTS,,,,,,,,,,,,,
"ocean acidity is increasing, data indicates",SUPPORTS,,,,,,,,,,,,,
heat waves are becoming more frequent compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"climate science is well-established, data indicates",SUPPORTS,,,,,,,,,,,,,
"hurricane intensity is growing, according to climate research",SUPPORTS,,,,,,,,,,,,,
"over the past century, sustainable practices reduce environmental impact",SUPPORTS,,,,,,,,,,,,,
"over the past century, electric vehicles reduce transportation emissions",SUPPORTS,,,,,,,,,,,,,
data reveals that observational evidence confirms predictions,SUPPORTS,,,,,,,,,,,,,
research indicates that temperature records are regularly broken,SUPPORTS,,,,,,,,,,,,,
"polar ice caps are melting, data indicates",SUPPORTS,,,,,,,,,,,,,
"snow cover is decreasing, studies show",SUPPORTS,,,,,,,,,,,,,
international scientific bodies agree on thermal increase,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that droughts are becoming more severe versus natural baselines,SUPPORTS,,,,,,,,,,,,,
"renewable energy sources are expanding, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"climate science is well-established, according to climate research",SUPPORTS,,,,,,,,,,,,,
research indicates that ice sheets are losing mass,SUPPORTS,,,,,,,,,,,,,
"methane is a potent greenhouse gas, according to climate research",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, animal migration patterns are changing",SUPPORTS,,,,,,,,,,,,,
arctic regions are getting hotter faster than other areas relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that extreme weather events are intensifying,SUPPORTS,,,,,,,,,,,,,
energy efficiency reduces releases,SUPPORTS,,,,,,,,,,,,,
"wildfire seasons are extending, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"climate models show consistent warming trends, according to climate research",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that precipitation patterns are changing,SUPPORTS,,,,,,,,,,,,,
"ecosystem boundaries are moving, studies show",SUPPORTS,,,,,,,,,,,,,
"over the past century, climate science is well-established",SUPPORTS,,,,,,,,,,,,,
research indicates that animal migration patterns are changing,SUPPORTS,,,,,,,,,,,,,
data reveals that global temperatures are rising,SUPPORTS,,,,,,,,,,,,,
"temperature records are regularly broken, measurements confirm",SUPPORTS,,,,,,,,,,,,,
fossil fuel burning releases co2 dioxide,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, species are migrating to new regions",SUPPORTS,,,,,,,,,,,,,
"electric vehicles reduce transportation releases, studies show",SUPPORTS,,,,,,,,,,,,,
coastal erosion is accelerating,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that carbon dioxide is a greenhouse gas,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that sustainable practices reduce environmental impact,SUPPORTS,,,,,,,,,,,,,
"in recent decades, marine ecosystems are changing",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, methane is a potent greenhouse gas",SUPPORTS,,,,,,,,,,,,,
carbon capture methods are developing,SUPPORTS,,,,,,,,,,,,,
data reveals that peer review validates climate research,SUPPORTS,,,,,,,,,,,,,
carbon dioxide is a greenhouse gas,SUPPORTS,,,,,,,,,,,,,
"permafrost is thawing, according to climate research",SUPPORTS,,,,,,,,,,,,,
data reveals that observational data confirms predictions,SUPPORTS,,,,,,,,,,,,,
"over the past century, permafrost is thawing",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that arctic regions are warming faster than other areas,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, arctic sea ice is declining",SUPPORTS,,,,,,,,,,,,,
data reveals that the greenhouse effect gets hotter earth's surface,SUPPORTS,,,,,,,,,,,,,
night temperatures are rising faster than day temperatures relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, animal migration patterns are changing",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, methane is a potent greenhouse gas",SUPPORTS,,,,,,,,,,,,,
sustainable practices reduce environmental impact,SUPPORTS,,,,,,,,,,,,,
"scientific understanding continues improving, studies show",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that urban areas experience heat island effects,SUPPORTS,,,,,,,,,,,,,
research indicates that sea levels are rising,SUPPORTS,,,,,,,,,,,,,
"scientific understanding continues improving, according to climate research",SUPPORTS,,,,,,,,,,,,,
